,t,y
0,0.0,0.0
1,0.001,0.018849183848911558
2,0.002,0.03769613532669008
3,0.003,0.05653862238534271
4,0.004,0.07537441362310704
5,0.005,0.09420127860744167
6,0.006,0.11301698819786726
7,0.007,0.13181931486860807
8,0.008,0.15060603303098447
9,0.009000000000000001,0.16937491935550622
10,0.01,0.18812375309361762
11,0.011,0.20685031639904383
12,0.012,0.22555239464868979
13,0.013000000000000001,0.24422777676304117
14,0.014,0.2628742555260192
15,0.015,0.2814896279042389
16,0.016,0.30007169536562195
17,0.017,0.31861826419731454
18,0.018000000000000002,0.3371271458228629
19,0.019,0.3555961571185944
20,0.02,0.37402312072915905
21,0.021,0.3924058653821795
22,0.022,0.4107422262019632
23,0.023,0.4290300450222283
24,0.024,0.447267170697792
25,0.025,0.4654514594151783
26,0.026000000000000002,0.4835807750020932
27,0.027,0.5016529892357204
28,0.028,0.5196659821497931
29,0.029,0.5376176423403881
30,0.03,0.5555058672704025
31,0.031,0.5733285635726613
32,0.032,0.5910836473516095
33,0.033,0.608769044483544
34,0.034,0.6263826909153387
35,0.035,0.6439225329616153
36,0.036000000000000004,0.6613865276003141
37,0.037,0.6787726427666227
38,0.038,0.6960788576452125
39,0.039,0.7133031629607399
40,0.04,0.7304435612665701
41,0.041,0.7474980672316738
42,0.042,0.7644647079256577
43,0.043000000000000003,0.781341523101882
44,0.044,0.7981265654786207
45,0.045,0.8148179010182259
46,0.046,0.8314136092042452
47,0.047,0.8479117833164598
48,0.048,0.8643105307037915
49,0.049,0.8806079730550416
50,0.05,0.8968022466674206
51,0.051000000000000004,0.9128915027128236
52,0.052000000000000005,0.9288739075018151
53,0.053,0.9447476427452768
54,0.054,0.9605109058136871
55,0.055,0.976161909993981
56,0.056,0.9916988847439613
57,0.057,1.0071200759442156
58,0.058,1.0224237461475023
59,0.059000000000000004,1.03760817482557
60,0.06,1.0526716586133666
61,0.061,1.0676125115506054
62,0.062,1.0824290653206503
63,0.063,1.0971196694866818
64,0.064,1.1116826917251093
65,0.065,1.1261165180561923
66,0.066,1.1404195530718366
67,0.067,1.1545902201605311
68,0.068,1.1686269617293878
69,0.069,1.1825282394232541
70,0.07,1.196292534340862
71,0.07100000000000001,1.2099183472479824
72,0.07200000000000001,1.223404198787552
73,0.073,1.2367486296867367
74,0.074,1.2499502009609087
75,0.075,1.2630074941144942
76,0.076,1.2759191113386716
77,0.077,1.2886836757058857
78,0.078,1.301299831361145
79,0.079,1.3137662437100808
80,0.08,1.3260815996037305
81,0.081,1.338244607520024
82,0.082,1.3502539977419439
83,0.083,1.362108522532326
84,0.084,1.3738069563052866
85,0.085,1.385348095794235
86,0.08600000000000001,1.3967307602164598
87,0.08700000000000001,1.4079537914342541
88,0.088,1.4190160541125594
89,0.089,1.4299164358731051
90,0.09,1.4406538474450161
91,0.091,1.4512272228118714
92,0.092,1.4616355193551867
93,0.093,1.4718777179943006
94,0.094,1.481952823322646
95,0.095,1.491859863740382
96,0.096,1.5015978915833685
97,0.097,1.511165983248465
98,0.098,1.520563239315132
99,0.099,1.5297887846633205
100,0.1,1.5388417685876266
101,0.101,1.5477213649077022
102,0.10200000000000001,1.5564267720748948
103,0.10300000000000001,1.5649572132751106
104,0.10400000000000001,1.5733119365278794
105,0.105,1.5814902147816075
106,0.106,1.5894913460050082
107,0.107,1.5973146532746898
108,0.108,1.604959484858894
109,0.109,1.6124252142973714
110,0.11,1.6197112404773781
111,0.111,1.6268169877057899
112,0.112,1.6337419057773124
113,0.113,1.6404854700387927
114,0.114,1.6470471814496077
115,0.115,1.6534265666381298
116,0.116,1.65962317795426
117,0.117,1.6656365935180202
118,0.11800000000000001,1.671466417264197
119,0.11900000000000001,1.6771122789830333
120,0.12,1.68257383435696
121,0.121,1.687850764993366
122,0.122,1.6929427784533941
123,0.123,1.6978496082767727
124,0.124,1.7025710140026653
125,0.125,1.7071067811865475
126,0.126,1.7114567214131013
127,0.127,1.715620672305131
128,0.128,1.7195984975284961
129,0.129,1.723390086793064
130,0.13,1.7269953558496831
131,0.131,1.730414246483174
132,0.132,1.7336467265013464
133,0.133,1.7366927897200393
134,0.134,1.7395524559441906
135,0.135,1.7422257709449374
136,0.136,1.744712806432755
137,0.137,1.747013660026636
138,0.138,1.7491284552193158
139,0.139,1.751057341338555
140,0.14,1.7528004935044779
141,0.14100000000000001,1.7543581125829806
142,0.14200000000000002,1.7557304251352168
143,0.14300000000000002,1.7569176833631652
144,0.14400000000000002,1.7579201650512928
145,0.145,1.7587381735043215
146,0.146,1.7593720374811093
147,0.147,1.7598221111246568
148,0.148,1.7600887738882525
149,0.149,1.7601724304577648
150,0.15,1.760073510670101
151,0.151,1.7597924694278384
152,0.152,1.7593297866100484
153,0.153,1.7586859669793264
154,0.154,1.7578615400850395
155,0.155,1.756857060162813
156,0.156,1.7556731060302706
157,0.157,1.7543102809790416
158,0.158,1.7527692126630594
159,0.159,1.7510505529831648
160,0.16,1.7491549779680344
161,0.161,1.7470831876514543
162,0.162,1.7448359059459557
163,0.163,1.7424138805128397
164,0.164,1.7398178826286057
165,0.165,1.7370487070478071
166,0.166,1.734107171862361
167,0.167,1.7309941183573254
168,0.168,1.7277104108631778
169,0.169,1.7242569366046119
170,0.17,1.7206346055458788
171,0.171,1.716844350232698
172,0.17200000000000001,1.712887125630766
173,0.17300000000000001,1.7087639089608826
174,0.17400000000000002,1.7044756995307284
175,0.17500000000000002,1.7000235185633152
176,0.176,1.6954084090221406
177,0.177,1.6906314354330712
178,0.178,1.6856936837029899
179,0.179,1.6805962609352263
180,0.18,1.6753402952418088
181,0.181,1.669926935552565
182,0.182,1.6643573514210996
183,0.183,1.658632732827685
184,0.184,1.6527542899790915
185,0.185,1.6467232531053926
186,0.186,1.6405408722537773
187,0.187,1.6342084170794002
188,0.188,1.6277271766333072
189,0.189,1.6210984591474662
190,0.19,1.61432359181694
191,0.191,1.6074039205792356
192,0.192,1.6003408098908638
193,0.193,1.593135642501149
194,0.194,1.5857898192233182
195,0.195,1.5783047587029153
196,0.196,1.570681897183565
197,0.197,1.562922688270139
198,0.198,1.5550286026893496
199,0.199,1.5470011280478133
200,0.2,1.5388417685876268
201,0.201,1.5305520449394865
202,0.202,1.5221334938733992
203,0.203,1.5135876680470184
204,0.20400000000000001,1.5049161357516452
205,0.20500000000000002,1.4961204806559398
206,0.20600000000000002,1.4872023015473816
207,0.20700000000000002,1.478163212071516
208,0.20800000000000002,1.4690048404690343
209,0.209,1.4597288293107267
210,0.21,1.4503368352303467
211,0.211,1.4408305286554386
212,0.212,1.4312115935361618
213,0.213,1.421481727072159
214,0.214,1.4116426394375101
215,0.215,1.4016960535038203
216,0.216,1.3916437045614778
217,0.217,1.3814873400391348
218,0.218,1.3712287192214492
219,0.219,1.3608696129651354
220,0.22,1.3504118034133668
221,0.221,1.3398570837085806
222,0.222,1.3292072577037224
223,0.223,1.3184641396719845
224,0.224,1.3076295540150777
225,0.225,1.2967053349700852
226,0.226,1.285693326314949
227,0.227,1.274595381072627
228,0.228,1.2634133612139762
229,0.229,1.2521491373594036
230,0.23,1.2408045884793326
231,0.231,1.2293816015935384
232,0.232,1.2178820714693894
233,0.233,1.2063079003190538
234,0.234,1.1946609974957072
235,0.23500000000000001,1.1829432791888046
236,0.23600000000000002,1.1711566681184484
237,0.23700000000000002,1.1593030932289132
238,0.23800000000000002,1.1473844893813712
239,0.23900000000000002,1.1354027970458633
240,0.24,1.123359961992576
241,0.241,1.111257934982457
242,0.242,1.0990986714572324
243,0.243,1.086884131228868
244,0.244,1.0746162781685222
245,0.245,1.0622970798950453
246,0.246,1.0499285074630695
247,0.247,1.0375125350507435
248,0.248,1.025051139647154
249,0.249,1.01254630073949
250,0.25,1.0000000000000002
251,0.251,0.9874142209727845
252,0.252,0.9747909487604786
253,0.253,0.9621321697108747
254,0.254,0.9494398711035306
255,0.255,0.9367160408364182
256,0.256,0.9239626671126564
257,0.257,0.9111817381273818
258,0.258,0.8983752417548028
259,0.259,0.8855451652354934
260,0.26,0.8726934948639673
261,0.261,0.859822215676587
262,0.262,0.846933311139857
263,0.263,0.8340287628391463
264,0.264,0.8211105501678964
265,0.265,0.8081806500173552
266,0.266,0.7952410364668929
267,0.267,0.7822936804749444
268,0.268,0.7693405495706271
269,0.269,0.7563836075460889
270,0.27,0.7434248141496227
271,0.271,0.7304661247796098
272,0.272,0.717509490179326
273,0.273,0.7045568561326747
274,0.274,0.6916101631608789
275,0.275,0.6786713462201899
276,0.276,0.6657423344006586
277,0.277,0.6528250506260114
278,0.278,0.639921411354688
279,0.279,0.6270333262820786
280,0.28,0.6141626980440102
281,0.281,0.601311421921533
282,0.28200000000000003,0.5884813855470443
283,0.28300000000000003,0.5756744686118092
284,0.28400000000000003,0.562892542574909
285,0.28500000000000003,0.5501374703736748
286,0.28600000000000003,0.5374111061356441
287,0.28700000000000003,0.5247152948920941
288,0.28800000000000003,0.5120518722931857
289,0.289,0.4994226643247737
290,0.29,0.4868294870269162
291,0.291,0.4742741462141437
292,0.292,0.46175843719751364
293,0.293,0.44928414450850374
294,0.294,0.43685304162479055
295,0.295,0.42446689069794663
296,0.296,0.41212744228310694
297,0.297,0.3998364350706429
298,0.298,0.3875955956198869
299,0.299,0.37540663809495145
300,0.3,0.3632712640026806
301,0.301,0.3511911619327762
302,0.302,0.3391680073001393
303,0.303,0.3272034620894708
304,0.304,0.31529917460216417
305,0.305,0.3034567792055358
306,0.306,0.2916778960844302
307,0.307,0.2799641309952362
308,0.308,0.2683170750223607
309,0.309,0.2567383043371866
310,0.31,0.24522937995956262
311,0.311,0.23379184752185667
312,0.312,0.22242723703560896
313,0.313,0.21113706266082966
314,0.314,0.19992282247796345
315,0.315,0.18878599826256992
316,0.316,0.17772805526274393
317,0.317,0.16675044197932076
318,0.318,0.1558545899488919
319,0.319,0.145041913529669
320,0.32,0.1343138096902301
321,0.321,0.12367165780117917
322,0.322,0.1131168194297526
323,0.323,0.10265063813740094
324,0.324,0.09227443928038748
325,0.325,0.08198952981342056
326,0.326,0.07179719809636065
327,0.327,0.0616987137040278
328,0.328,0.0516953272391405
329,0.329,0.04178827014841435
330,0.33,0.031978754541848176
331,0.331,0.022267973015227982
332,0.332,0.012657098475873596
333,0.333,0.0031472839716549794
334,0.334,-0.006260337476690192
335,0.335,-0.01556465303991994
336,0.336,-0.024764570241301187
337,0.337,-0.033859017114249434
338,0.338,-0.04284694235657216
339,0.339,-0.05172731548128806
340,0.34,-0.060499126964004835
341,0.341,-0.0691613883868264
342,0.342,-0.07771313257877577
343,0.343,-0.08615341375269914
344,0.34400000000000003,-0.09448130763864537
345,0.34500000000000003,-0.10269591161368974
346,0.34600000000000003,-0.11079634482818479
347,0.34700000000000003,-0.11878174832842192
348,0.34800000000000003,-0.1266512851756808
349,0.34900000000000003,-0.13440414056165073
350,0.35000000000000003,-0.14203952192020608
351,0.35100000000000003,-0.14955665903552096
352,0.352,-0.15695480414649876
353,0.353,-0.1642332320475145
354,0.354,-0.17139124018543828
355,0.355,-0.17842814875294044
356,0.356,-0.18534330077805483
357,0.357,-0.1921360622099889
358,0.358,-0.19880582200116992
359,0.359,-0.20535199218551303
360,0.36,-0.21177400795289947
361,0.361,-0.2180713277198556
362,0.362,-0.22424343319641982
363,0.363,-0.23028982944919196
364,0.364,-0.2362100449605472
365,0.365,-0.24200363168401806
366,0.366,-0.24767016509582618
367,0.367,-0.25320924424256097
368,0.368,-0.2586204917849986
369,0.369,-0.263903554038054
370,0.37,-0.2690581010068601
371,0.371,-0.27408382641897056
372,0.372,-0.27898044775268216
373,0.373,-0.2837477062614686
374,0.374,-0.28838536699453066
375,0.375,-0.2928932188134524
376,0.376,-0.2972710744049669
377,0.377,-0.3015187702898273
378,0.378,-0.3056361668277843
379,0.379,-0.3096231482186691
380,0.38,-0.3134796224995827
381,0.381,-0.3172055215381946
382,0.382,-0.3208008010221479
383,0.383,-0.32426544044458006
384,0.384,-0.3275994430857567
385,0.385,-0.33080283599082605
386,0.386,-0.3338756699436948
387,0.387,-0.33681801943703527
388,0.388,-0.3396299826384238
389,0.389,-0.3423116813526209
390,0.39,-0.34486326097999886
391,0.391,-0.34728489047112243
392,0.392,-0.3495767622774929
393,0.393,-0.35173909229846456
394,0.394,-0.35377211982433965
395,0.395,-0.3556761074756547
396,0.396,-0.3574513411386685
397,0.397,-0.35909812989706125
398,0.398,-0.360616805959857
399,0.399,-0.3620077245855837
400,0.4,-0.3632712640026804
401,0.401,-0.3644078253261682
402,0.402,-0.3654178324705968
403,0.403,-0.3663017320592833
404,0.404,-0.3670599933298556
405,0.405,-0.36769310803612076
406,0.406,-0.3682015903462701
407,0.40700000000000003,-0.3685859767374402
408,0.40800000000000003,-0.3688468258866484
409,0.40900000000000003,-0.3689847185581199
410,0.41000000000000003,-0.3690002574870229
411,0.41100000000000003,-0.3688940672596369
412,0.41200000000000003,-0.36866679418996806
413,0.41300000000000003,-0.36831910619283503
414,0.41400000000000003,-0.36785169265344675
415,0.41500000000000004,-0.36726526429349227
416,0.41600000000000004,-0.3665605530337648
417,0.417,-0.3657383118533445
418,0.418,-0.3647993146453607
419,0.419,-0.3637443560693596
420,0.42,-0.3625742514002999
421,0.421,-0.3612898363742027
422,0.422,-0.3598919670304801
423,0.423,-0.35838151955096914
424,0.424,-0.3567593900956962
425,0.425,-0.3550264946354007
426,0.426,-0.35318376878084434
427,0.427,-0.3512321676089337
428,0.428,-0.34917266548568593
429,0.429,-0.3470062558860646
430,0.43,-0.3447339512107167
431,0.431,-0.34235678259964164
432,0.432,-0.3398757997428198
