,t,y
0,0.0,0.0
1,0.001,0.03141075907812829
2,0.002,0.06279051952931337
3,0.003,0.09410831331851433
4,0.004,0.12533323356430426
5,0.005,0.15643446504023087
6,0.006,0.18738131458572463
7,0.007,0.21814324139654254
8,0.008,0.2486898871648548
9,0.009000000000000001,0.2789911060392293
10,0.01,0.3090169943749474
11,0.011,0.33873792024529137
12,0.012,0.368124552684678
13,0.013000000000000001,0.3971478906347806
14,0.014,0.42577929156507266
15,0.015,0.45399049973954675
16,0.016,0.4817536741017153
17,0.017,0.5090414157503713
18,0.018000000000000002,0.5358267949789967
19,0.019,0.5620833778521306
20,0.02,0.5877852522924731
21,0.021,0.6129070536529765
22,0.022,0.6374239897486896
23,0.023,0.6613118653236518
24,0.024,0.6845471059286887
25,0.025,0.7071067811865475
26,0.026000000000000002,0.7289686274214116
27,0.027,0.7501110696304595
28,0.028,0.7705132427757893
29,0.029,0.7901550123756904
30,0.03,0.8090169943749475
31,0.031,0.8270805742745618
32,0.032,0.8443279255020151
33,0.033,0.8607420270039436
34,0.034,0.8763066800438637
35,0.035,0.8910065241883678
36,0.036000000000000004,0.9048270524660196
37,0.037,0.917754625683981
38,0.038,0.9297764858882513
39,0.039,0.9408807689542255
40,0.04,0.9510565162951535
41,0.041,0.9602936856769431
42,0.042,0.9685831611286311
43,0.043000000000000003,0.9759167619387474
44,0.044,0.9822872507286886
45,0.045,0.9876883405951378
46,0.046,0.9921147013144779
47,0.047,0.99556196460308
48,0.048,0.9980267284282716
49,0.049,0.9995065603657316
50,0.05,1.0
51,0.051000000000000004,0.9995065603657316
52,0.052000000000000005,0.9980267284282716
53,0.053,0.99556196460308
54,0.054,0.9921147013144779
55,0.055,0.9876883405951378
56,0.056,0.9822872507286887
57,0.057,0.9759167619387474
58,0.058,0.9685831611286311
59,0.059000000000000004,0.9602936856769431
60,0.06,0.9510565162951536
61,0.061,0.9408807689542255
62,0.062,0.9297764858882513
63,0.063,0.9177546256839813
64,0.064,0.9048270524660195
65,0.065,0.8910065241883679
66,0.066,0.8763066800438635
67,0.067,0.8607420270039436
68,0.068,0.844327925502015
69,0.069,0.8270805742745617
70,0.07,0.8090169943749475
71,0.07100000000000001,0.7901550123756903
72,0.07200000000000001,0.7705132427757893
73,0.073,0.7501110696304597
74,0.074,0.7289686274214118
75,0.075,0.7071067811865476
76,0.076,0.6845471059286888
77,0.077,0.6613118653236518
78,0.078,0.6374239897486899
79,0.079,0.6129070536529764
80,0.08,0.5877852522924732
81,0.081,0.5620833778521305
82,0.082,0.5358267949789967
83,0.083,0.5090414157503711
84,0.084,0.4817536741017152
85,0.085,0.45399049973954686
86,0.08600000000000001,0.4257792915650725
87,0.08700000000000001,0.3971478906347806
88,0.088,0.36812455268467814
89,0.089,0.33873792024529176
90,0.09,0.3090169943749475
91,0.091,0.27899110603922955
92,0.092,0.24868988716485482
93,0.093,0.21814324139654276
94,0.094,0.18738131458572457
95,0.095,0.15643446504023098
96,0.096,0.1253332335643041
97,0.097,0.09410831331851435
98,0.098,0.06279051952931358
99,0.099,0.031410759078128236
100,0.1,1.2246467991473532e-16
101,0.101,-0.03141075907812844
102,0.10200000000000001,-0.06279051952931335
103,0.10300000000000001,-0.09410831331851455
104,0.10400000000000001,-0.12533323356430429
105,0.105,-0.15643446504023073
106,0.106,-0.18738131458572432
107,0.107,-0.2181432413965425
108,0.108,-0.24868988716485457
109,0.109,-0.2789911060392293
110,0.11,-0.3090169943749473
111,0.111,-0.3387379202452915
112,0.112,-0.3681245526846779
113,0.113,-0.3971478906347804
114,0.114,-0.42577929156507266
115,0.115,-0.4539904997395467
116,0.116,-0.4817536741017154
117,0.117,-0.5090414157503712
118,0.11800000000000001,-0.5358267949789968
119,0.11900000000000001,-0.5620833778521306
120,0.12,-0.587785252292473
121,0.121,-0.6129070536529763
122,0.122,-0.6374239897486896
123,0.123,-0.6613118653236517
124,0.124,-0.6845471059286887
125,0.125,-0.7071067811865475
126,0.126,-0.7289686274214113
127,0.127,-0.7501110696304595
128,0.128,-0.7705132427757894
129,0.129,-0.7901550123756904
130,0.13,-0.8090169943749473
131,0.131,-0.8270805742745616
132,0.132,-0.8443279255020153
133,0.133,-0.8607420270039438
134,0.134,-0.8763066800438636
135,0.135,-0.8910065241883678
136,0.136,-0.9048270524660198
137,0.137,-0.9177546256839813
138,0.138,-0.9297764858882515
139,0.139,-0.9408807689542255
140,0.14,-0.9510565162951535
141,0.14100000000000001,-0.9602936856769432
142,0.14200000000000002,-0.9685831611286312
143,0.14300000000000002,-0.9759167619387474
144,0.14400000000000002,-0.9822872507286887
145,0.145,-0.9876883405951377
146,0.146,-0.9921147013144778
147,0.147,-0.99556196460308
148,0.148,-0.9980267284282716
149,0.149,-0.9995065603657316
150,0.15,-1.0
151,0.151,-0.9995065603657316
152,0.152,-0.9980267284282716
153,0.153,-0.9955619646030801
154,0.154,-0.9921147013144779
155,0.155,-0.9876883405951378
156,0.156,-0.9822872507286887
157,0.157,-0.9759167619387475
158,0.158,-0.9685831611286311
159,0.159,-0.9602936856769431
160,0.16,-0.9510565162951536
161,0.161,-0.9408807689542256
162,0.162,-0.9297764858882512
163,0.163,-0.917754625683981
164,0.164,-0.9048270524660196
165,0.165,-0.891006524188368
166,0.166,-0.8763066800438634
167,0.167,-0.8607420270039434
168,0.168,-0.844327925502015
169,0.169,-0.8270805742745618
170,0.17,-0.8090169943749476
171,0.171,-0.7901550123756901
172,0.17200000000000001,-0.770513242775789
173,0.17300000000000001,-0.7501110696304595
174,0.17400000000000002,-0.7289686274214116
175,0.17500000000000002,-0.707106781186547
176,0.176,-0.684547105928689
177,0.177,-0.6613118653236523
178,0.178,-0.6374239897486903
179,0.179,-0.6129070536529765
180,0.18,-0.5877852522924734
181,0.181,-0.5620833778521309
182,0.182,-0.5358267949789971
183,0.183,-0.509041415750372
184,0.184,-0.4817536741017153
185,0.185,-0.45399049973954697
186,0.186,-0.425779291565073
187,0.187,-0.3971478906347812
188,0.188,-0.36812455268467786
189,0.189,-0.3387379202452914
190,0.19,-0.3090169943749476
191,0.191,-0.27899110603922966
192,0.192,-0.2486898871648545
193,0.193,-0.21814324139654243
194,0.194,-0.18738131458572468
195,0.195,-0.15643446504023112
196,0.196,-0.12533323356430465
197,0.197,-0.09410831331851403
198,0.198,-0.06279051952931326
199,0.199,-0.03141075907812836
200,0.2,-2.4492935982947064e-16
201,0.201,0.03141075907812876
202,0.202,0.06279051952931367
203,0.203,0.09410831331851442
204,0.20400000000000001,0.12533323356430418
205,0.20500000000000002,0.1564344650402315
206,0.20600000000000002,0.18738131458572507
207,0.20700000000000002,0.21814324139654281
208,0.20800000000000002,0.24868988716485488
209,0.209,0.27899110603922833
210,0.21,0.3090169943749472
211,0.211,0.338737920245291
212,0.212,0.36812455268467736
213,0.213,0.3971478906347799
214,0.214,0.42577929156507255
215,0.215,0.4539904997395466
216,0.216,0.4817536741017149
217,0.217,0.5090414157503708
218,0.218,0.5358267949789967
219,0.219,0.5620833778521305
220,0.22,0.5877852522924729
221,0.221,0.6129070536529762
222,0.222,0.6374239897486899
223,0.223,0.6613118653236519
224,0.224,0.6845471059286886
225,0.225,0.7071067811865474
226,0.226,0.7289686274214112
227,0.227,0.7501110696304597
228,0.228,0.7705132427757893
229,0.229,0.7901550123756903
230,0.23,0.8090169943749472
231,0.231,0.827080574274562
232,0.232,0.8443279255020152
233,0.233,0.8607420270039436
234,0.234,0.8763066800438636
235,0.23500000000000001,0.8910065241883681
236,0.23600000000000002,0.9048270524660197
237,0.23700000000000002,0.9177546256839813
238,0.23800000000000002,0.9297764858882515
239,0.23900000000000002,0.9408807689542255
240,0.24,0.9510565162951535
