,t,y
0,0.0,0.0
1,0.001,0.013194592777782241
2,0.002,0.02638860735690786
3,0.003,0.03958146556428361
4,0.004,0.05277258927794186
5,0.005,0.06596140045260057
6,0.006,0.07914732114521979
7,0.007,0.09232977354055366
8,0.008,0.10550817997669676
9,0.009000000000000001,0.11868196297062339
10,0.01,0.1318505452437192
11,0.011,0.1450133497473034
12,0.012,0.15816979968814113
13,0.013000000000000001,0.17131931855394372
14,0.014,0.1844613301388572
15,0.015,0.19759525856893684
16,0.016,0.21072052832760668
17,0.017,0.22383656428110332
18,0.018000000000000002,0.23694279170390276
19,0.019,0.2500386363041288
20,0.02,0.26312352424894236
21,0.021,0.2761968821899098
22,0.022,0.2892581372883505
23,0.023,0.30230671724066094
24,0.024,0.3153420503036152
25,0.025,0.3283635653196404
26,0.026000000000000002,0.3413706917420667
27,0.027,0.3543628596603484
28,0.028,0.3673394998252589
29,0.029,0.3803000436740539
30,0.03,0.39324392335560593
31,0.031,0.4061705717555061
32,0.032,0.41907942252113295
33,0.033,0.4319699100866877
34,0.034,0.4448414696981946
35,0.035,0.4576935374384644
36,0.036000000000000004,0.4705255502520212
37,0.037,0.4833369459699902
38,0.038,0.49612716333494694
39,0.039,0.5088956420257245
40,0.04,0.5216418226821801
41,0.041,0.5343651469299184
42,0.042,0.5470650574049711
43,0.043000000000000003,0.5597409977784309
44,0.044,0.5723924127810395
45,0.045,0.58501874822773
46,0.046,0.5976194510421173
47,0.047,0.6101939692809428
48,0.048,0.622741752158467
49,0.049,0.6352622500708096
50,0.05,0.6477549146202388
51,0.051000000000000004,0.6602191986394053
52,0.052000000000000005,0.6726545562155224
53,0.053,0.6850604427144891
54,0.054,0.6974363148049578
55,0.055,0.7097816304823424
56,0.056,0.7220958490927678
57,0.057,0.7343784313569592
58,0.058,0.7466288393940708
59,0.059000000000000004,0.7588465367454498
60,0.06,0.7710309883983406
61,0.061,0.7831816608095218
62,0.062,0.7952980219288779
63,0.063,0.8073795412229059
64,0.064,0.8194256896981528
65,0.065,0.8314359399245853
66,0.066,0.8434097660588895
67,0.067,0.8553466438677
68,0.068,0.8672460507507569
69,0.069,0.8791074657639903
70,0.07,0.8909303696425311
71,0.07100000000000001,0.9027142448236463
72,0.07200000000000001,0.9144585754695991
73,0.073,0.9261628474904318
74,0.074,0.9378265485666712
75,0.075,0.9494491681719543
76,0.076,0.9610301975955741
77,0.077,0.9725691299649453
78,0.078,0.9840654602679884
79,0.079,0.9955186853754279
80,0.08,1.006928304063011
81,0.081,1.018293817033638
82,0.082,1.0296147269394078
83,0.083,1.0408905384035774
84,0.084,1.0521207580424314
